Source,Target,Weight
Natus Vincere,Evil Geniuses,2.0
Natus Vincere,Complexity,4.0
Natus Vincere,Movistar Riders,3.0
Natus Vincere,Astralis,6.0
Natus Vincere,MIBR,1.0
Natus Vincere,Endpoint,2.0
Natus Vincere,AGO,2.0
HEROIC,Outsiders,3.0
HEROIC,Ninjas in Pyjamas,8.0
HEROIC,FURIA,3.0
HEROIC,MOUZ,7.0
HEROIC,Spirit,3.0
HEROIC,Cloud9,2.0
HEROIC,fnatic,4.0
HEROIC,BIG,4.0
HEROIC,ENCE,5.0
HEROIC,Sprout,1.0
HEROIC,Evil Geniuses,2.0
HEROIC,Complexity,4.0
HEROIC,Astralis,8.0
HEROIC,HEET,3.0
HEROIC,MIBR,2.0
HEROIC,Finest,3.0
HEROIC,AGO,2.0
HEROIC,Virtus.pro,2.0
Outsiders,Ninjas in Pyjamas,1.0
Outsiders,FURIA,10.0
Outsiders,MOUZ,6.0
Outsiders,Spirit,1.0
Outsiders,Cloud9,3.0
Outsiders,fnatic,4.0
Outsiders,BIG,4.0
Outsiders,ENCE,4.0
Outsiders,Sprout,3.0
Outsiders,IHC,1.0
Outsiders,Imperial,1.0
Outsiders,Complexity,1.0
Outsiders,MIBR,3.0
Outsiders,FTW,2.0
Outsiders,FORZE,6.0
Ninjas in Pyjamas,FURIA,2.0
Ninjas in Pyjamas,MOUZ,8.0
Ninjas in Pyjamas,Spirit,2.0
Ninjas in Pyjamas,Cloud9,3.0
Ninjas in Pyjamas,fnatic,5.0
Ninjas in Pyjamas,BIG,3.0
Ninjas in Pyjamas,ENCE,2.0
Ninjas in Pyjamas,Sprout,2.0
Ninjas in Pyjamas,Evil Geniuses,3.0
Ninjas in Pyjamas,Complexity,2.0
Ninjas in Pyjamas,Movistar Riders,2.0
Ninjas in Pyjamas,Astralis,2.0
Ninjas in Pyjamas,Endpoint,2.0
Ninjas in Pyjamas,Entropiq,2.0
Ninjas in Pyjamas,Copenhagen Flames,2.0
Ninjas in Pyjamas,Looking For Org,3.0
Ninjas in Pyjamas,Gambit,5.0
Ninjas in Pyjamas,Virtus.pro,3.0
Ninjas in Pyjamas,Wisla Krakow,1.0
FURIA,Spirit,7.0
FURIA,Cloud9,4.0
FURIA,BIG,7.0
FURIA,ENCE,6.0
FURIA,Sprout,2.0
FURIA,9z,5.0
FURIA,GamerLegion,2.0
FURIA,Evil Geniuses,2.0
FURIA,Imperial,1.0
FURIA,00NATION,1.0
FURIA,Eternal Fire,3.0
FURIA,Movistar Riders,2.0
FURIA,Astralis,7.0
MOUZ,Cloud9,3.0
MOUZ,fnatic,6.0
MOUZ,BIG,1.0
MOUZ,ENCE,9.0
MOUZ,Evil Geniuses,1.0
MOUZ,Imperial,2.0
MOUZ,Complexity,3.0
MOUZ,Eternal Fire,3.0
MOUZ,Movistar Riders,2.0
MOUZ,Astralis,5.0
MOUZ,HEET,3.0
MOUZ,TYLOO,2.0
MOUZ,paiN,1.0
MOUZ,Entropiq,4.0
MOUZ,GODSENT,1.0
MOUZ,Looking For Org,2.0
Spirit,fnatic,2.0
Spirit,Sprout,2.0
Spirit,Bad News Eagles,1.0
Spirit,Imperial,1.0
Spirit,00NATION,3.0
Spirit,Complexity,1.0
Spirit,Eternal Fire,1.0
Spirit,Astralis,2.0
Spirit,Endpoint,3.0
Spirit,Copenhagen Flames,3.0
Cloud9,fnatic,1.0
Cloud9,BIG,5.0
Cloud9,ENCE,3.0
Cloud9,9z,3.0
Cloud9,GamerLegion,2.0
Cloud9,Evil Geniuses,4.0
Cloud9,Grayhound,1.0
Cloud9,Imperial,5.0
Cloud9,Complexity,2.0
Cloud9,Eternal Fire,2.0
Cloud9,Movistar Riders,2.0
Cloud9,Astralis,4.0
fnatic,BIG,11.0
fnatic,ENCE,3.0
fnatic,9z,2.0
fnatic,Astralis,6.0
fnatic,Endpoint,2.0
fnatic,Entropiq,2.0
fnatic,Copenhagen Flames,1.0
fnatic,Looking For Org,3.0
fnatic,Wisla Krakow,2.0
BIG,ENCE,2.0
BIG,Sprout,1.0
BIG,Bad News Eagles,1.0
BIG,9z,2.0
BIG,Evil Geniuses,4.0
BIG,Grayhound,1.0
BIG,Imperial,1.0
BIG,Complexity,1.0
BIG,Eternal Fire,3.0
BIG,Movistar Riders,3.0
BIG,Astralis,12.0
BIG,MIBR,6.0
BIG,FTW,3.0
BIG,ORDER,1.0
BIG,Entropiq,6.0
BIG,Players,2.0
BIG,Party Astronauts,2.0
BIG,GODSENT,2.0
BIG,Gambit,2.0
BIG,K23,3.0
ENCE,Sprout,3.0
ENCE,Bad News Eagles,3.0
ENCE,9z,1.0
ENCE,Complexity,2.0
ENCE,Eternal Fire,3.0
ENCE,Movistar Riders,3.0
ENCE,Astralis,5.0
ENCE,HEET,2.0
ENCE,Entropiq,1.0
ENCE,Copenhagen Flames,3.0
ENCE,GODSENT,3.0
Sprout,paiN,3.0
Sprout,GODSENT,2.0
Bad News Eagles,GamerLegion,2.0
Bad News Eagles,Imperial,3.0
Bad News Eagles,00NATION,1.0
Bad News Eagles,Eternal Fire,1.0
Bad News Eagles,MIBR,3.0
Bad News Eagles,FORZE,1.0
Bad News Eagles,Copenhagen Flames,1.0
9z,GamerLegion,1.0
9z,Evil Geniuses,1.0
9z,Imperial,1.0
9z,MIBR,1.0
9z,FORZE,2.0
Evil Geniuses,IHC,1.0
Evil Geniuses,Complexity,3.0
Evil Geniuses,Eternal Fire,2.0
Evil Geniuses,Movistar Riders,2.0
Evil Geniuses,Astralis,2.0
Evil Geniuses,AGO,2.0
IHC,Imperial,3.0
IHC,00NATION,3.0
IHC,Complexity,1.0
IHC,Astralis,1.0
IHC,Renegades,2.0
Imperial,00NATION,2.0
Imperial,Eternal Fire,3.0
Imperial,Astralis,3.0
Imperial,ORDER,3.0
Imperial,FORZE,2.0
Imperial,Finest,3.0
Imperial,Copenhagen Flames,2.0
00NATION,Astralis,1.0
Complexity,Astralis,11.0
Complexity,HEET,2.0
Complexity,MIBR,3.0
Complexity,AGO,3.0
Complexity,Gambit,3.0
Complexity,ECSTATIC,2.0
Eternal Fire,Movistar Riders,2.0
Eternal Fire,MIBR,2.0
Eternal Fire,Renegades,1.0
Movistar Riders,Astralis,2.0
Movistar Riders,MIBR,3.0
Movistar Riders,Players,3.0
Movistar Riders,Party Astronauts,3.0
Movistar Riders,GODSENT,3.0
Astralis,HEET,3.0
Astralis,MIBR,3.0
Astralis,FORZE,2.0
Astralis,Entropiq,6.0
Astralis,EG White,1.0
Astralis,Encore,2.0
Astralis,AGO,2.0
Astralis,K23,3.0
MIBR,FTW,2.0
MIBR,TYLOO,3.0
FORZE,Renegades,1.0
Entropiq,Renegades,2.0
Entropiq,Looking For Org,2.0
Entropiq,Gambit,5.0
Entropiq,ECSTATIC,5.0
Finest,EG White,2.0
Copenhagen Flames,Gambit,3.0
Copenhagen Flames,Virtus.pro,2.0
Players,Party Astronauts,2.0
Players,GODSENT,3.0
Party Astronauts,GODSENT,2.0
ECSTATIC,K23,2.0
