Source,Target,Weight
ENCE,AGO,3.0
ENCE,Heretics,2.0
ENCE,x6tence,3.0
ENCE,Copenhagen Flames,2.0
Gen.G,Evil Geniuses,12.0
Gen.G,100 Thieves,11.0
Gen.G,Chaos,6.0
Gen.G,Triumph,5.0
Gen.G,HAVU,3.0
Gen.G,FunPlus Phoenix,2.0
FORZE,Winstrike,2.0
FORZE,K23,2.0
FORZE,Cyber Legacy,3.0
FORZE,Espada,3.0
FORZE,Gambit Youngsters,3.0
FORZE,Unique,2.0
Ninjas in Pyjamas,Evil Geniuses,2.0
Ninjas in Pyjamas,Sprout,5.0
Ninjas in Pyjamas,Heretics,6.0
Ninjas in Pyjamas,x6tence,2.0
Evil Geniuses,100 Thieves,18.0
Evil Geniuses,TeamOne,2.0
Evil Geniuses,New England Whalers,2.0
Evil Geniuses,Chaos,2.0
Evil Geniuses,Triumph,9.0
Evil Geniuses,Rebirth,2.0
Evil Geniuses,ImPerium,2.0
Evil Geniuses,Orgless,2.0
Evil Geniuses,Swole Patrol,2.0
Winstrike,ETHEREAL,3.0
Winstrike,HellRaisers,3.0
Winstrike,Espada,3.0
Winstrike,Gambit Youngsters,2.0
Winstrike,Hard Legion,5.0
Winstrike,Syman,2.0
Winstrike,Unique,2.0
ETHEREAL,HellRaisers,2.0
K23,Cyber Legacy,3.0
K23,Espada,2.0
Cyber Legacy,Espada,2.0
Espada,Gambit Youngsters,2.0
Espada,Hard Legion,2.0
Espada,Syman,3.0
Espada,pro100,2.0
100 Thieves,TeamOne,4.0
100 Thieves,Chaos,9.0
100 Thieves,RBG,2.0
100 Thieves,Mythic,2.0
100 Thieves,Triumph,4.0
100 Thieves,Swole Patrol,3.0
100 Thieves,TYLOO,2.0
TeamOne,New England Whalers,2.0
TeamOne,Chaos,3.0
TeamOne,RBG,3.0
TeamOne,Mythic,3.0
New England Whalers,Triumph,2.0
New England Whalers,Rebirth,3.0
New England Whalers,ImPerium,2.0
Chaos,RBG,2.0
Chaos,Mythic,2.0
Chaos,Triumph,5.0
Chaos,Ze Pug Godz,2.0
Chaos,Orgless,2.0
Chaos,HAVU,2.0
Chaos,FunPlus Phoenix,3.0
RBG,Mythic,2.0
Triumph,Rebirth,3.0
Triumph,ImPerium,2.0
Triumph,Ze Pug Godz,3.0
Rebirth,ImPerium,3.0
Yeah,Bad News Bears,2.0
Movistar Riders,FATE,2.0
Movistar Riders,Copenhagen Flames,2.0
Gambit Youngsters,Unique,2.0
Hard Legion,Syman,3.0
Hard Legion,pro100,2.0
Syman,pro100,3.0
Copenhagen Flames,HAVU,2.0
